2	1.4053714459326194e-10	5.919189326778916e-11
3	1.3361517562429765e-10	4.328098459084246e-11
4	1.263456151507266e-10	3.468507125158889e-11
5	1.2059190848722557e-10	2.927775069646269e-11
6	1.163070473747545e-10	2.4981974239420277e-11
7	1.1334368555698811e-10	2.2346787970787053e-11
8	1.1148438143645633e-10	2.0110432233539408e-11
9	1.1026497850368861e-10	1.861402880336956e-11
10	1.0982969863199148e-10	1.7071314533505143e-11
11	1.0972685850078046e-10	1.5887300326161346e-11
12	1.1017744981989671e-10	1.4882777211176042e-11
13	1.1067162344660264e-10	1.4003022428936628e-11
14	1.1155893767459037e-10	1.3233456946157737e-11
15	1.1270952854190966e-10	1.2525270382101288e-11
16	1.1382167670200244e-10	1.1813122088641387e-11
17	1.1519378158719962e-10	1.128265874607392e-11
18	1.1661233655996576e-10	1.0754315447864522e-11
19	1.182767400052335e-10	1.0409665103510902e-11
20	1.1977217820729634e-10	9.96563939129884e-12
21	1.2152093944873369e-10	9.682581350709692e-12
22	1.2319135879250925e-10	9.307460950708746e-12
23	1.2480066469393944e-10	8.981880712899642e-12
24	1.2683964052671723e-10	8.665438316417975e-12
25	1.287265537370801e-10	8.421467359525441e-12
26	1.3044124911438526e-10	8.181680018997587e-12
27	1.3229852046746597e-10	7.887612515239397e-12
28	1.3449280977453882e-10	7.764470130817594e-12
29	1.3631901366442656e-10	7.564078640285156e-12
30	1.3821266604228863e-10	7.328466808343156e-12
31	1.4040088894459608e-10	7.191572901505639e-12
32	1.422897747322854e-10	7.007038261750479e-12
33	1.4460754184996652e-10	6.753811476775314e-12
34	1.4667929365797604e-10	6.600450985569995e-12
35	1.4859010277402567e-10	6.441144932442915e-12
36	1.507598332844543e-10	6.3182743284786244e-12
37	1.5305813710442343e-10	6.165732832475671e-12
38	1.553225836885024e-10	6.034047665053911e-12
39	1.5743537248986695e-10	5.972835677045899e-12
40	1.5970375720172034e-10	5.868405489985399e-12
41	1.620272131804732e-10	5.751796793202791e-12
42	1.643448054324142e-10	5.640283223144583e-12
43	1.6658404196241017e-10	5.576385649334897e-12
44	1.6871441694570714e-10	5.394561106705918e-12
45	1.7128235679466307e-10	5.32940251702455e-12
46	1.7347170458389955e-10	5.301237496395982e-12
47	1.7572649610513211e-10	5.1675431871951725e-12
48	1.7838155556745172e-10	5.071327334095018e-12
49	1.8085443635525913e-10	5.027334558498459e-12
50	1.829549013503099e-10	4.923677434352546e-12
51	1.8568114227384137e-10	4.871969810382087e-12
52	1.880680311696591e-10	4.815072978106199e-12
53	1.9072927857991754e-10	4.750752558677451e-12
54	1.929415651245395e-10	4.657110246571247e-12
55	1.9572122330311e-10	4.553994094023595e-12
56	1.983325708419337e-10	4.533308121753828e-12
57	2.0084506085364597e-10	4.461721846548916e-12
58	2.0361383585025208e-10	4.419588431137335e-12
59	2.060074680436605e-10	4.356511118315451e-12
60	2.0870212729329465e-10	4.317064960651596e-12
61	2.1147553944766947e-10	4.203711739332384e-12
62	2.1439162891416362e-10	4.186563260059742e-12
63	2.1677834344810455e-10	4.138981883810377e-12
64	2.1954246372367928e-10	4.058397570150913e-12
65	2.2232334097791091e-10	4.066662084467747e-12
66	2.254961394888399e-10	3.983530583879737e-12
