2	1.1742126985159795e-10	5.826101706452504e-11
3	1.1535147506717169e-10	4.2958495359571144e-11
4	1.119581478502918e-10	3.4743976451955385e-11
5	1.0897475742384305e-10	2.9270426830973436e-11
6	1.0657454429650828e-10	2.5246976403741967e-11
7	1.0523543108183984e-10	2.2351991887783795e-11
8	1.0437890461965812e-10	2.018037775109149e-11
9	1.0401911636598964e-10	1.834138422651778e-11
10	1.0399160738722388e-10	1.6992764568450065e-11
11	1.0462197612687692e-10	1.5902289049966205e-11
12	1.0518469293903518e-10	1.4919327084943918e-11
13	1.0617960239920439e-10	1.3968038497610375e-11
14	1.0740933657087583e-10	1.3073150895231525e-11
15	1.0868126870928591e-10	1.249873584930643e-11
16	1.0996317070453481e-10	1.1877002937369549e-11
17	1.1129420700465836e-10	1.125422945613537e-11
18	1.1294723650405775e-10	1.0903088601896368e-11
19	1.1454198083902405e-10	1.043772563361976e-11
20	1.160741580789928e-10	1.0013926511238398e-11
21	1.178902438600955e-10	9.591732027970898e-12
22	1.196356096525976e-10	9.267740505495547e-12
23	1.214256192686066e-10	9.038845335637034e-12
24	1.232177230201275e-10	8.616950610350129e-12
25	1.2517023732161172e-10	8.32860132138627e-12
26	1.2706115850344935e-10	8.087788056754276e-12
27	1.2876174343182859e-10	7.856371020534059e-12
28	1.307640913767232e-10	7.72308776632958e-12
29	1.3270599428396353e-10	7.568360971129435e-12
30	1.346469867946041e-10	7.279923378074885e-12
31	1.367177436299244e-10	7.106291588252116e-12
32	1.385914182142385e-10	6.9609670343507714e-12
33	1.406530918499206e-10	6.734640610336128e-12
34	1.4277173434750286e-10	6.5817368853325255e-12
35	1.44889578541245e-10	6.478682743532839e-12
36	1.4686606878421353e-10	6.3726143201926564e-12
37	1.4887522477169935e-10	6.2756335037031596e-12
38	1.5098245676048905e-10	6.032658073206412e-12
39	1.5317817428835022e-10	6.0301261444902235e-12
40	1.554836629621726e-10	5.899915631102454e-12
41	1.5761972409858394e-10	5.730421564262734e-12
42	1.598551477744809e-10	5.668524251941579e-12
43	1.620938367855545e-10	5.5866075420299855e-12
44	1.6407213239445604e-10	5.476488637379419e-12
45	1.664463203195647e-10	5.305928720141527e-12
46	1.6874802611892453e-10	5.222019384744033e-12
47	1.7108194325803272e-10	5.171723681706459e-12
48	1.731877676023549e-10	5.109624329875173e-12
49	1.755011761469886e-10	4.9847225517894906e-12
50	1.7779006591492898e-10	4.92317719533651e-12
51	1.8040238447178494e-10	4.864124368986516e-12
52	1.8277522250585812e-10	4.833840988485562e-12
53	1.8494698922431004e-10	4.701341719553512e-12
54	1.8742878496840636e-10	4.615118326155518e-12
55	1.897588378436771e-10	4.619481445415922e-12
56	1.9232566762516192e-10	4.525056560627146e-12
57	1.9457031844526377e-10	4.433047408468156e-12
58	1.9733352491966258e-10	4.410082270347726e-12
59	1.9956558480279163e-10	4.3445135273263954e-12
60	2.02113078139993e-10	4.268778864318067e-12
61	2.0473521428806647e-10	4.210176746183301e-12
62	2.0730268632083936e-10	4.217584074748125e-12
63	2.1010959518690657e-10	4.115396433349334e-12
64	2.125224237289018e-10	4.070352896344653e-12
65	2.153054969609972e-10	4.053966368044738e-12
66	2.1792151080590425e-10	3.964350882874027e-12
67	2.2040465427404398e-10	3.97145495012062e-12
68	2.2327577453755232e-10	3.910057034535384e-12
69	2.2606103032356646e-10	3.8597044197621194e-12
70	2.2884103969432485e-10	3.822553073676809e-12
71	2.3160680934914177e-10	3.782424986866639e-12
72	2.34291621520709e-10	3.746044036772364e-12
73	2.371592917970578e-10	3.687161989170559e-12
74	2.403367457435104e-10	3.65260795694376e-12
75	2.4307572581978126e-10	3.6147425367229703e-12
76	2.4616323144566286e-10	3.5633150457920625e-12
77	2.4910014895030004e-10	3.535353578183634e-12
78	2.5178698358543453e-10	3.495451178361741e-12
79	2.547991308191264e-10	3.4991992719275146e-12
80	2.581891713161298e-10	3.417395785541316e-12
81	2.61222283424443e-10	3.4057002049293385e-12
82	2.64002169306731e-10	3.3504864577716573e-12
83	2.673162263657303e-10	3.349710183058722e-12
84	2.7058768069400086e-10	3.3313469953910326e-12
85	2.7378556776147137e-10	3.2930366502772363e-12
86	2.766297050744455e-10	3.2691614353836457e-12
87	2.8035855254127726e-10	3.2472338404040674e-12
88	2.8333485575986415e-10	3.224987776067373e-12
89	2.8646365951599887e-10	3.155654134271011e-12
90	2.9027741114525844e-10	3.1666291290405654e-12
91	2.9334188389735e-10	3.095829253659947e-12
92	2.9700758230751334e-10	3.0725589818643335e-12
93	2.999557547620636e-10	3.0606732984266928e-12
94	3.035443810468718e-10	3.04058585919641e-12
95	3.069005955827352e-10	3.0367815135334684e-12
96	3.107288452392255e-10	2.9829071277849558e-12
97	3.13944469067494e-10	2.9720662487173003e-12
98	3.1752621706390634e-10	2.916053428851554e-12
99	3.2122656984874554e-10	2.9418291769569325e-12
100	3.2496240187402526e-10	2.8932546769587575e-12
101	3.283490434751289e-10	2.8826164343354203e-12
102	3.3182087162619164e-10	2.8523757153502495e-12
103	3.357527840457179e-10	2.8373988430182238e-12
104	3.392407229897675e-10	2.7862877713350492e-12
105	3.4337379892685273e-10	2.7947754775347873e-12
106	3.47100652310788e-10	2.7596997874889025e-12
107	3.504065205908704e-10	2.7445358981469458e-12
108	3.5445319070850376e-10	2.7515491719416724e-12
109	3.580904518956471e-10	2.719363110821237e-12
110	3.621050699726026e-10	2.6666092898833877e-12
111	3.661459512545263e-10	2.6738784765314827e-12
112	3.6952669021602194e-10	2.647698511693705e-12
113	3.7338054540146467e-10	2.6530745696385153e-12
114	3.7778104783574007e-10	2.6247470880272057e-12
115	3.813912549095646e-10	2.5852904583665256e-12
116	3.8517672312008885e-10	2.601612535954657e-12
117	3.895585366308356e-10	2.578678921237576e-12
118	3.936051372865626e-10	2.5384039767873483e-12
119	3.9727111895418525e-10	2.529938584536167e-12
120	4.013514210227019e-10	2.520630613845065e-12
121	4.05302089270027e-10	2.5158743140588618e-12
122	4.100227432208566e-10	2.4959099733601076e-12
123	4.1337387504290057e-10	2.490100033190757e-12
124	4.181744242902309e-10	2.470844612815856e-12
125	4.2214055131878095e-10	2.4567857136320912e-12
126	4.2559912144938294e-10	2.443291566884955e-12
127	4.29739217298803e-10	2.4041260361314676e-12
128	4.3412007987734105e-10	2.412148211927836e-12
129	4.382809869986443e-10	2.395290268384691e-12
130	4.424015751840248e-10	2.365953904336113e-12
131	4.466082773570733e-10	2.3490941019907184e-12
132	4.5083059097539093e-10	2.3243491929255017e-12
133	4.5485277288976257e-10	2.3060963033633627e-12
134	4.587507599925738e-10	2.3222972165171917e-12
135	4.634217049518765e-10	2.2811122149575878e-12
136	4.674588993147129e-10	2.2826644135814203e-12
137	4.718846729693112e-10	2.2540858265817395e-12
138	4.759005512721594e-10	2.2597000785804886e-12
139	4.802440074571293e-10	2.2242991861691335e-12
140	4.845130518003611e-10	2.247630200424514e-12
141	4.88593625819911e-10	2.237905019378696e-12
142	4.923433965831698e-10	2.19666850061035e-12
143	4.965248359863351e-10	2.2152342173432197e-12
144	5.009644293068864e-10	2.178188806996886e-12
145	5.050046731333573e-10	2.1686390851894966e-12
146	5.089815771803397e-10	2.1657662974747285e-12
147	5.133709812764735e-10	2.150560731030135e-12
148	5.168441868563668e-10	2.1240399259824723e-12
149	5.21258616921554e-10	2.131896348361688e-12
150	5.255886465078114e-10	2.1069155832596863e-12
151	5.298326414401153e-10	2.118480833634044e-12
152	5.338571289621026e-10	2.1055221012213872e-12
153	5.376946103569256e-10	2.1040142584273262e-12
154	5.410236121281072e-10	2.0776453382212828e-12
155	5.45290074010454e-10	2.0693627890985e-12
156	5.497520012506862e-10	2.044548894542753e-12
157	5.537451851663321e-10	2.066121490809214e-12
158	5.575019824987688e-10	2.037968099613194e-12
159	5.615780321582512e-10	2.0249103101201645e-12
160	5.654136846647683e-10	2.0350378823501078e-12
161	5.68984027474655e-10	2.0101367433791917e-12
162	5.7322370298103e-10	1.9868923257991837e-12
